block,frequency,n_hadm,icd_code,long_title
V15,41713,47385,V1509,"Other allergy, other than to medicinal agents"
V15,41713,47385,V150XXA,"Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
V15,41713,47385,V150XXD,"Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
V15,41713,47385,V150XXS,"Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
V15,41713,47385,V151,"Personal history of surgery to heart and great vessels, presenting hazards to health"
V15,41713,47385,V151,Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident
V15,41713,47385,V151XXA,"Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
V15,41713,47385,V151XXD,"Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
V15,41713,47385,V151XXS,"Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
V15,41713,47385,V152,Hx-major organ surg nec
V15,41713,47385,V152,Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident
V15,41713,47385,V1521,Personal history of undergoing in utero procedure during pregnancy
V15,41713,47385,V1522,Personal history of undergoing in utero procedure while a fetus
V15,41713,47385,V1529,Personal history of surgery to other organs
V15,41713,47385,V152XXA,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
V15,41713,47385,V152XXD,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
V15,41713,47385,V152XXS,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
V15,41713,47385,V153,"Personal history of irradiation, presenting hazards to health"
V15,41713,47385,V153,Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle
V15,41713,47385,V153XXA,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle, initial encounter"
V15,41713,47385,V153XXD,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle, subsequent encounter"
V15,41713,47385,V153XXS,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle, sequela"
V15,41713,47385,V154,Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident
V15,41713,47385,V1541,History of physical abuse
V15,41713,47385,V1542,History of emotional abuse
V15,41713,47385,V1549,Other psychological trauma
V15,41713,47385,V154XXA,"Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
V15,41713,47385,V154XXD,"Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
V15,41713,47385,V154XXS,"Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident, sequela"
V15,41713,47385,V155,Hx of injury
V15,41713,47385,V155,Pedal cycle passenger injured in collision with railway train or railway vehicle in traffic accident
V15,41713,47385,V1551,Personal history of traumatic fracture
V15,41713,47385,V1552,Personal history of traumatic brain injury
V15,41713,47385,V1553,Personal history of retained foreign body fully removed
V15,41713,47385,V1559,Personal history of other injury
V15,41713,47385,V155XXA,"Pedal cycle passenger injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
V15,41713,47385,V155XXD,"Pedal cycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
V15,41713,47385,V155XXS,"Pedal cycle passenger injured in collision with railway train or railway vehicle in traffic accident, sequela"
V15,41713,47385,V156,"Personal history of poisoning, presenting hazards to health"
V15,41713,47385,V157,"Personal history of contraception, presenting hazards to health"
V15,41713,47385,V1580,Personal history of failed moderate sedation
V15,41713,47385,V1581,"Personal history of noncompliance with medical treatment, presenting hazards to health"
V15,41713,47385,V1582,Personal history of tobacco use
V15,41713,47385,V1583,Personal history of underimmunization status
V15,41713,47385,V1584,Personal history of contact with and (suspected) exposure to asbestos
V15,41713,47385,V1585,Personal history of contact with and (suspected) exposure to potentially hazardous body fluids
V15,41713,47385,V1586,Personal history of contact with and (suspected) exposure to lead
V15,41713,47385,V1587,History of extracorporeal membrane oxygenation (ECMO)
V15,41713,47385,V1588,History of fall
V15,41713,47385,V1589,Other specified personal history presenting hazards to health
V15,41713,47385,V159,Unspecified personal history presenting hazards to health
V15,41713,47385,V159,Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident
V15,41713,47385,V159XXA,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident, initial encounter"
V15,41713,47385,V159XXD,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
V15,41713,47385,V159XXS,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in traffic accident, sequela"
414,40738,49324,41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
414,40738,49324,41401,Coronary atherosclerosis of native coronary artery
414,40738,49324,41402,Coronary atherosclerosis of autologous vein bypass graft
414,40738,49324,41403,Coronary atherosclerosis of nonautologous biological bypass graft
414,40738,49324,41404,Coronary atherosclerosis of artery bypass graft
414,40738,49324,41405,Coronary atherosclerosis of unspecified bypass graft
414,40738,49324,41406,Coronary atherosclerosis of native coronary artery of transplanted heart
414,40738,49324,41407,Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart
414,40738,49324,41410,Aneurysm of heart (wall)
414,40738,49324,41411,Aneurysm of coronary vessels
414,40738,49324,41412,Dissection of coronary artery
414,40738,49324,41419,Other aneurysm of heart
414,40738,49324,4142,Chronic total occlusion of coronary artery
414,40738,49324,4143,Coronary atherosclerosis due to lipid rich plaque
414,40738,49324,4144,Coronary atherosclerosis due to calcified coronary lesion
414,40738,49324,4148,Other specified forms of chronic ischemic heart disease
414,40738,49324,4149,"Chronic ischemic heart disease, unspecified"
Z79,40390,75855,Z79,Long term (current) drug therapy
Z79,40390,75855,Z790,Long term (current) use of anticoagulants and antithrombotics/antiplatelets
Z79,40390,75855,Z7901,Long term (current) use of anticoagulants
Z79,40390,75855,Z7902,Long term (current) use of antithrombotics/antiplatelets
Z79,40390,75855,Z791,Long term (current) use of non-steroidal anti-inflammatories (NSAID)
Z79,40390,75855,Z792,Long term (current) use of antibiotics
Z79,40390,75855,Z793,Long term (current) use of hormonal contraceptives
Z79,40390,75855,Z794,Long term (current) use of insulin
Z79,40390,75855,Z795,Long term (current) use of steroids
Z79,40390,75855,Z7951,Long term (current) use of inhaled steroids
Z79,40390,75855,Z7952,Long term (current) use of systemic steroids
Z79,40390,75855,Z796,Long term (current) use of immunomodulators and immunosuppressants
Z79,40390,75855,Z7960,Long term (current) use of unspecified immunomodulators and immunosuppressants
Z79,40390,75855,Z7961,Long term (current) use of immunomodulator
Z79,40390,75855,Z7962,Long term (current) use of immunosuppressant
Z79,40390,75855,Z79620,Long term (current) use of immunosuppressive biologic
Z79,40390,75855,Z79621,Long term (current) use of calcineurin inhibitor
Z79,40390,75855,Z79622,Long term (current) use of Janus kinase inhibitor
Z79,40390,75855,Z79623,Long term (current) use of mammalian target of rapamycin (mTOR) inhibitor
Z79,40390,75855,Z79624,Long term (current) use of inhibitors of nucleotide synthesis
Z79,40390,75855,Z7963,Long term (current) use of chemotherapeutic agent
Z79,40390,75855,Z79630,Long term (current) use of alkylating agent
Z79,40390,75855,Z79631,Long term (current) use of antimetabolite agent
Z79,40390,75855,Z79632,Long term (current) use of antitumor antibiotic
Z79,40390,75855,Z79633,Long term (current) use of mitotic inhibitor
Z79,40390,75855,Z79634,Long term (current) use of topoisomerase inhibitor
Z79,40390,75855,Z7964,Long term (current) use of myelosuppressive agent
Z79,40390,75855,Z7969,Long term (current) use of other immunomodulators and immunosuppressants
Z79,40390,75855,Z798,Other long term (current) drug therapy
Z79,40390,75855,Z7981,Long term (current) use of agents affecting estrogen receptors and estrogen levels
Z79,40390,75855,Z79810,Long term (current) use of selective estrogen receptor modulators (SERMs)
Z79,40390,75855,Z79811,Long term (current) use of aromatase inhibitors
Z79,40390,75855,Z79818,Long term (current) use of other agents affecting estrogen receptors and estrogen levels
Z79,40390,75855,Z7982,Long term (current) use of aspirin
Z79,40390,75855,Z7983,Long term (current) use of bisphosphonates
Z79,40390,75855,Z7984,Long term (current) use of oral hypoglycemic drugs
Z79,40390,75855,Z7985,Long-term (current) use of injectable non-insulin antidiabetic drugs
Z79,40390,75855,Z7989,Other long term (current) drug therapy
Z79,40390,75855,Z79890,Hormone replacement therapy
Z79,40390,75855,Z79891,Long term (current) use of opiate analgesic
Z79,40390,75855,Z79899,Other long term (current) drug therapy
Z87,40252,69770,Z87,Personal history of other diseases and conditions
Z87,40252,69770,Z870,Personal history of diseases of the respiratory system
Z87,40252,69770,Z8701,Personal history of pneumonia (recurrent)
Z87,40252,69770,Z8709,Personal history of other diseases of the respiratory system
Z87,40252,69770,Z871,Personal history of diseases of the digestive system
Z87,40252,69770,Z8711,Personal history of peptic ulcer disease
Z87,40252,69770,Z8719,Personal history of other diseases of the digestive system
Z87,40252,69770,Z872,Personal history of diseases of the skin and subcutaneous tissue
Z87,40252,69770,Z873,Personal history of diseases of the musculoskeletal system and connective tissue
Z87,40252,69770,Z8731,Personal history of (healed) nontraumatic fracture
Z87,40252,69770,Z87310,Personal history of (healed) osteoporosis fracture
Z87,40252,69770,Z87311,Personal history of (healed) other pathological fracture
Z87,40252,69770,Z87312,Personal history of (healed) stress fracture
Z87,40252,69770,Z8739,Personal history of other diseases of the musculoskeletal system and connective tissue
Z87,40252,69770,Z874,Personal history of diseases of genitourinary system
Z87,40252,69770,Z8741,Personal history of dysplasia of the female genital tract
Z87,40252,69770,Z87410,Personal history of cervical dysplasia
Z87,40252,69770,Z87411,Personal history of vaginal dysplasia
Z87,40252,69770,Z87412,Personal history of vulvar dysplasia
Z87,40252,69770,Z8742,Personal history of other diseases of the female genital tract
Z87,40252,69770,Z8743,Personal history of diseases of male genital organs
Z87,40252,69770,Z87430,Personal history of prostatic dysplasia
Z87,40252,69770,Z87438,Personal history of other diseases of male genital organs
Z87,40252,69770,Z8744,Personal history of diseases of urinary system
Z87,40252,69770,Z87440,Personal history of urinary (tract) infections
Z87,40252,69770,Z87441,Personal history of nephrotic syndrome
Z87,40252,69770,Z87442,Personal history of urinary calculi
Z87,40252,69770,Z87448,Personal history of other diseases of urinary system
Z87,40252,69770,Z875,"Personal history of complications of pregnancy, childbirth and the puerperium"
Z87,40252,69770,Z8751,Personal history of pre-term labor
Z87,40252,69770,Z8759,"Personal history of other complications of pregnancy, childbirth and the puerperium"
Z87,40252,69770,Z876,Personal history of certain (corrected) conditions arising in the perinatal period
Z87,40252,69770,Z8761,Personal history of (corrected) necrotizing enterocolitis of newborn
Z87,40252,69770,Z8768,Personal history of other (corrected) conditions arising in the perinatal period
Z87,40252,69770,Z877,Personal history of (corrected) congenital malformations
Z87,40252,69770,Z8771,Personal history of (corrected) congenital malformations of genitourinary system
Z87,40252,69770,Z87710,Personal history of (corrected) hypospadias
Z87,40252,69770,Z87718,Personal history of other specified (corrected) congenital malformations of genitourinary system
Z87,40252,69770,Z8772,Personal history of (corrected) congenital malformations of nervous system and sense organs
Z87,40252,69770,Z87720,Personal history of (corrected) congenital malformations of eye
Z87,40252,69770,Z87721,Personal history of (corrected) congenital malformations of ear
Z87,40252,69770,Z87728,Personal history of other specified (corrected) congenital malformations of nervous system and sense organs
Z87,40252,69770,Z8773,Personal history of (corrected) congenital malformations of digestive system
Z87,40252,69770,Z87730,Personal history of (corrected) cleft lip and palate
Z87,40252,69770,Z87731,Personal history of (corrected) tracheoesophageal fistula or atresia
Z87,40252,69770,Z87732,Personal history of (corrected) persistent cloaca or cloacal malformations
Z87,40252,69770,Z87738,Personal history of other specified (corrected) congenital malformations of digestive system
Z87,40252,69770,Z8774,Personal history of (corrected) congenital malformations of heart and circulatory system
Z87,40252,69770,Z8775,Personal history of (corrected) congenital malformations of respiratory system
Z87,40252,69770,Z8776,"Personal history of (corrected) congenital malformations of integument, limbs and musculoskeletal system"
Z87,40252,69770,Z87760,Personal history of (corrected) congenital diaphragmatic hernia or other congenital diaphragm malformations
Z87,40252,69770,Z87761,Personal history of (corrected) gastroschisis
Z87,40252,69770,Z87762,Personal history of (corrected) prune belly malformation
Z87,40252,69770,Z87763,Personal history of other (corrected) congenital abdominal wall malformations
Z87,40252,69770,Z87768,"Personal history of other specified (corrected) congenital malformations of integument, limbs and musculoskeletal system"
Z87,40252,69770,Z8779,Personal history of other (corrected) congenital malformations
Z87,40252,69770,Z87790,Personal history of (corrected) congenital malformations of face and neck
Z87,40252,69770,Z87798,Personal history of other (corrected) congenital malformations
Z87,40252,69770,Z878,Personal history of other specified conditions
Z87,40252,69770,Z8781,Personal history of (healed) traumatic fracture
Z87,40252,69770,Z8782,Personal history of other (healed) physical injury and trauma
Z87,40252,69770,Z87820,Personal history of traumatic brain injury
Z87,40252,69770,Z87821,Personal history of retained foreign body fully removed
Z87,40252,69770,Z87828,Personal history of other (healed) physical injury and trauma
Z87,40252,69770,Z8789,Personal history of other specified conditions
Z87,40252,69770,Z87890,Personal history of sex reassignment
Z87,40252,69770,Z87891,Personal history of nicotine dependence
Z87,40252,69770,Z87892,Personal history of anaphylaxis
Z87,40252,69770,Z87898,Personal history of other specified conditions
Y92,35293,61232,Y92,Place of occurrence of the external cause
Y92,35293,61232,Y920,Non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y9200,Unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92000,Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92001,Dining room of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92002,Bathroom of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92003,Bedroom of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92007,Garden or yard of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92008,Other place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y92009,Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92,35293,61232,Y9201,Single-family non-institutional (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92010,Kitchen of single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92011,Dining room of single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92012,Bathroom of single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92013,Bedroom of single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92014,Private driveway to single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92015,Private garage of single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92016,Swimming-pool in single-family (private) house or garden as the place of occurrence of the external cause
Y92,35293,61232,Y92017,Garden or yard in single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92018,Other place in single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y92019,Unspecified place in single-family (private) house as the place of occurrence of the external cause
Y92,35293,61232,Y9202,Mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92020,Kitchen in mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92021,Dining room in mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92022,Bathroom in mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92023,Bedroom in mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92024,Driveway of mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92025,Garage of mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92026,Swimming-pool of mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92027,Garden or yard of mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92028,Other place in mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y92029,Unspecified place in mobile home as the place of occurrence of the external cause
Y92,35293,61232,Y9203,Apartment as the place of occurrence of the external cause
Y92,35293,61232,Y92030,Kitchen in apartment as the place of occurrence of the external cause
Y92,35293,61232,Y92031,Bathroom in apartment as the place of occurrence of the external cause
Y92,35293,61232,Y92032,Bedroom in apartment as the place of occurrence of the external cause
Y92,35293,61232,Y92038,Other place in apartment as the place of occurrence of the external cause
Y92,35293,61232,Y92039,Unspecified place in apartment as the place of occurrence of the external cause
Y92,35293,61232,Y9204,Boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92040,Kitchen in boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92041,Bathroom in boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92042,Bedroom in boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92043,Driveway of boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92044,Garage of boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92045,Swimming-pool of boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92046,Garden or yard of boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92048,Other place in boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y92049,Unspecified place in boarding-house as the place of occurrence of the external cause
Y92,35293,61232,Y9209,Other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92090,Kitchen in other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92091,Bathroom in other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92092,Bedroom in other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92093,Driveway of other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92094,Garage of other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92095,Swimming-pool of other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92096,Garden or yard of other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92098,Other place in other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y92099,Unspecified place in other non-institutional residence as the place of occurrence of the external cause
Y92,35293,61232,Y921,Institutional (nonprivate) residence as the place of occurrence of the external cause
Y92,35293,61232,Y9210,Unspecified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y9211,Children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92110,Kitchen in children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92111,Bathroom in children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92112,Bedroom in children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92113,Driveway of children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92114,Garage of children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92115,Swimming-pool of children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92116,Garden or yard of children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92118,Other place in children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y92119,Unspecified place in children's home and orphanage as the place of occurrence of the external cause
Y92,35293,61232,Y9212,Nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92120,Kitchen in nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92121,Bathroom in nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92122,Bedroom in nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92123,Driveway of nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92124,Garage of nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92125,Swimming-pool of nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92126,Garden or yard of nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92128,Other place in nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y92129,Unspecified place in nursing home as the place of occurrence of the external cause
Y92,35293,61232,Y9213,Military base as the place of occurrence of the external cause
Y92,35293,61232,Y92130,Kitchen on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92131,Mess hall on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92133,Barracks on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92135,Garage on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92136,Swimming-pool on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92137,Garden or yard on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92138,Other place on military base as the place of occurrence of the external cause
Y92,35293,61232,Y92139,Unspecified place military base as the place of occurrence of the external cause
Y92,35293,61232,Y9214,Prison as the place of occurrence of the external cause
Y92,35293,61232,Y92140,Kitchen in prison as the place of occurrence of the external cause
Y92,35293,61232,Y92141,Dining room in prison as the place of occurrence of the external cause
Y92,35293,61232,Y92142,Bathroom in prison as the place of occurrence of the external cause
Y92,35293,61232,Y92143,Cell of prison as the place of occurrence of the external cause
Y92,35293,61232,Y92146,Swimming-pool of prison as the place of occurrence of the external cause
Y92,35293,61232,Y92147,Courtyard of prison as the place of occurrence of the external cause
Y92,35293,61232,Y92148,Other place in prison as the place of occurrence of the external cause
Y92,35293,61232,Y92149,Unspecified place in prison as the place of occurrence of the external cause
Y92,35293,61232,Y9215,Reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92150,Kitchen in reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92151,Dining room in reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92152,Bathroom in reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92153,Bedroom in reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92154,Driveway of reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92155,Garage of reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92156,Swimming-pool of reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92157,Garden or yard of reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92158,Other place in reform school as the place of occurrence of the external cause
Y92,35293,61232,Y92159,Unspecified place in reform school as the place of occurrence of the external cause
Y92,35293,61232,Y9216,School dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y92160,Kitchen in school dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y92161,Dining room in school dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y92162,Bathroom in school dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y92163,Bedroom in school dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y92168,Other place in school dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y92169,Unspecified place in school dormitory as the place of occurrence of the external cause
Y92,35293,61232,Y9219,Other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92190,Kitchen in other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92191,Dining room in other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92192,Bathroom in other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92193,Bedroom in other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92194,Driveway of other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92195,Garage of other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92196,Pool of other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92197,Garden or yard of other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92198,Other place in other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y92199,Unspecified place in other specified residential institution as the place of occurrence of the external cause
Y92,35293,61232,Y922,"School, other institution and public administrative area as the place of occurrence of the external cause"
Y92,35293,61232,Y9221,School (private) (public) (state) as the place of occurrence of the external cause
Y92,35293,61232,Y92210,Daycare center as the place of occurrence of the external cause
Y92,35293,61232,Y92211,Elementary school as the place of occurrence of the external cause
Y92,35293,61232,Y92212,Middle school as the place of occurrence of the external cause
Y92,35293,61232,Y92213,High school as the place of occurrence of the external cause
Y92,35293,61232,Y92214,College as the place of occurrence of the external cause
Y92,35293,61232,Y92215,Trade school as the place of occurrence of the external cause
Y92,35293,61232,Y92218,Other school as the place of occurrence of the external cause
Y92,35293,61232,Y92219,Unspecified school as the place of occurrence of the external cause
Y92,35293,61232,Y9222,Religious institution as the place of occurrence of the external cause
Y92,35293,61232,Y9223,Hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92230,Patient room in hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92231,Patient bathroom in hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92232,Corridor of hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92233,Cafeteria of hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92234,Operating room of hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92238,Other place in hospital as the place of occurrence of the external cause
Y92,35293,61232,Y92239,Unspecified place in hospital as the place of occurrence of the external cause
Y92,35293,61232,Y9224,Public administrative building as the place of occurrence of the external cause
Y92,35293,61232,Y92240,Courthouse as the place of occurrence of the external cause
Y92,35293,61232,Y92241,Library as the place of occurrence of the external cause
Y92,35293,61232,Y92242,Post office as the place of occurrence of the external cause
Y92,35293,61232,Y92243,City hall as the place of occurrence of the external cause
Y92,35293,61232,Y92248,Other public administrative building as the place of occurrence of the external cause
Y92,35293,61232,Y9225,Cultural building as the place of occurrence of the external cause
Y92,35293,61232,Y92250,Art Gallery as the place of occurrence of the external cause
Y92,35293,61232,Y92251,Museum as the place of occurrence of the external cause
Y92,35293,61232,Y92252,Music hall as the place of occurrence of the external cause
Y92,35293,61232,Y92253,Opera house as the place of occurrence of the external cause
Y92,35293,61232,Y92254,Theater (live) as the place of occurrence of the external cause
Y92,35293,61232,Y92258,Other cultural public building as the place of occurrence of the external cause
Y92,35293,61232,Y9226,Movie house or cinema as the place of occurrence of the external cause
Y92,35293,61232,Y9229,Other specified public building as the place of occurrence of the external cause
Y92,35293,61232,Y923,Sports and athletics area as the place of occurrence of the external cause
Y92,35293,61232,Y9231,Athletic court as the place of occurrence of the external cause
Y92,35293,61232,Y92310,Basketball court as the place of occurrence of the external cause
Y92,35293,61232,Y92311,Squash court as the place of occurrence of the external cause
Y92,35293,61232,Y92312,Tennis court as the place of occurrence of the external cause
Y92,35293,61232,Y92318,Other athletic court as the place of occurrence of the external cause
Y92,35293,61232,Y9232,Athletic field as the place of occurrence of the external cause
Y92,35293,61232,Y92320,Baseball field as the place of occurrence of the external cause
Y92,35293,61232,Y92321,Football field as the place of occurrence of the external cause
Y92,35293,61232,Y92322,Soccer field as the place of occurrence of the external cause
Y92,35293,61232,Y92328,Other athletic field as the place of occurrence of the external cause
Y92,35293,61232,Y9233,Skating rink as the place of occurrence of the external cause
Y92,35293,61232,Y92330,Ice skating rink (indoor) (outdoor) as the place of occurrence of the external cause
Y92,35293,61232,Y92331,Roller skating rink as the place of occurrence of the external cause
Y92,35293,61232,Y9234,Swimming pool (public) as the place of occurrence of the external cause
Y92,35293,61232,Y9239,Other specified sports and athletic area as the place of occurrence of the external cause
Y92,35293,61232,Y924,"Street, highway and other paved roadways as the place of occurrence of the external cause"
Y92,35293,61232,Y9241,Street and highway as the place of occurrence of the external cause
Y92,35293,61232,Y92410,Unspecified street and highway as the place of occurrence of the external cause
Y92,35293,61232,Y92411,Interstate highway as the place of occurrence of the external cause
Y92,35293,61232,Y92412,Parkway as the place of occurrence of the external cause
Y92,35293,61232,Y92413,State road as the place of occurrence of the external cause
Y92,35293,61232,Y92414,Local residential or business street as the place of occurrence of the external cause
Y92,35293,61232,Y92415,Exit ramp or entrance ramp of street or highway as the place of occurrence of the external cause
Y92,35293,61232,Y9248,Other paved roadways as the place of occurrence of the external cause
Y92,35293,61232,Y92480,Sidewalk as the place of occurrence of the external cause
Y92,35293,61232,Y92481,Parking lot as the place of occurrence of the external cause
Y92,35293,61232,Y92482,Bike path as the place of occurrence of the external cause
Y92,35293,61232,Y92488,Other paved roadways as the place of occurrence of the external cause
Y92,35293,61232,Y925,Trade and service area as the place of occurrence of the external cause
Y92,35293,61232,Y9251,Private commercial establishments as the place of occurrence of the external cause
Y92,35293,61232,Y92510,Bank as the place of occurrence of the external cause
